	/WV01-SC2-PL-250923-LB-M08783-251003-M08783-251003
summarized	[('Delta', 0.6306200888413286), ('Other', 0.014720792422109169)]
lineages	B.1.617.2 AY.26 B.1.617 B.1.1.525 B.1.1.213 B.1.458
abundances	0.60997652 0.02064357 0.00951694 0.00278568 0.00130582 0.00111235
resid	6.601144269982046
coverage	17.536702003143496
